,Time,Length
73236,180.060647,15
73237,180.060647,14
73238,180.060647,13
73239,180.060647,12
73240,180.060647,11
73241,180.060647,10
73242,180.08231,11
73243,180.08231,12
73244,180.08231,13
73245,180.08231,14
73246,180.08231,15
73247,180.09018999999998,14
73248,180.090191,13
73249,180.108017,14
73250,180.108017,15
73251,180.108017,16
73252,180.108017,17
73253,180.108017,18
73254,180.121692,17
73255,180.121692,16
73256,180.121692,15
73257,180.121692,14
73258,180.121692,13
73259,180.134538,14
73260,180.134538,15
73261,180.14048,14
73262,180.14048,13
73263,180.14048,12
73264,180.14048,11
73265,180.14048,10
73266,180.160221,11
73267,180.160221,12
73268,180.160221,13
73269,180.170017,12
73270,180.170018,11
73271,180.18538600000002,12
73272,180.18538600000002,13
73273,180.18538600000002,14
73274,180.18538600000002,15
73275,180.18538600000002,16
73276,180.18538600000002,17
73277,180.18538600000002,18
73278,180.18538600000002,19
73279,180.18538600000002,20
73280,180.18538600000002,21
73281,180.18538600000002,22
73282,180.18538600000002,23
73283,180.18538600000002,24
73284,180.18538600000002,25
73285,180.18538600000002,26
73286,180.18538600000002,27
73287,180.18538600000002,28
73288,180.18538600000002,29
73289,180.18538600000002,30
73290,180.19057800000002,29
73291,180.190579,28
73292,180.190579,27
73293,180.210279,28
73294,180.210279,29
73295,180.219737,28
73296,180.219737,27
73297,180.219737,26
73298,180.219737,25
73299,180.219737,24
73300,180.219737,23
73301,180.21973799999998,22
73302,180.21973799999998,21
73303,180.21981200000002,20
73304,180.21981200000002,19
73305,180.21981200000002,18
73306,180.21981200000002,17
73307,180.21981200000002,16
73308,180.21981200000002,15
73309,180.21981200000002,14
73310,180.21981200000002,13
73311,180.219884,12
73312,180.219884,11
73313,180.219884,10
73314,180.23546399999998,11
73315,180.23546399999998,12
73316,180.23974199999998,11
73317,180.239834,10
73318,180.260424,11
73319,180.260424,12
73320,180.260424,13
73321,180.260424,14
73322,180.260424,15
73323,180.260424,16
73324,180.260424,17
73325,180.260424,18
73326,180.260424,19
73327,180.260424,20
73328,180.260424,21
73329,180.260424,22
73330,180.260424,23
73331,180.260424,24
73332,180.260424,25
73333,180.260424,26
73334,180.260424,27
73335,180.260424,28
73336,180.270061,27
73337,180.270061,26
73338,180.285211,27
73339,180.285211,28
73340,180.301614,27
73341,180.301614,26
73342,180.301614,25
73343,180.301614,24
73344,180.301614,23
73345,180.301614,22
73346,180.301614,21
73347,180.301615,20
73348,180.3017,19
73349,180.3017,18
73350,180.3017,17
73351,180.3017,16
73352,180.3017,15
73353,180.3017,14
73354,180.301701,13
73355,180.301701,12
73356,180.30176699999998,11
73357,180.30176699999998,10
73358,180.310385,11
73359,180.310385,12
73360,180.320076,11
73361,180.320076,10
73362,180.336154,11
73363,180.336154,12
73364,180.336154,13
73365,180.336154,14
73366,180.336154,15
73367,180.336154,16
73368,180.336154,17
73369,180.336154,18
73370,180.336154,19
73371,180.336154,20
73372,180.336154,21
73373,180.336154,22
73374,180.336154,23
73375,180.336154,24
73376,180.336154,25
73377,180.336154,26
73378,180.336154,27
73379,180.336154,28
73380,180.336154,29
73381,180.336154,30
73382,180.339824,29
73383,180.339824,28
73384,180.361592,29
73385,180.361592,30
73386,180.370228,29
73387,180.370229,28
73388,180.370229,27
73389,180.370229,26
73390,180.370229,25
73391,180.370229,24
73392,180.370229,23
73393,180.370229,22
73394,180.370319,21
73395,180.37032,20
73396,180.37032,19
73397,180.37032,18
73398,180.37032,17
73399,180.37032,16
73400,180.37032,15
73401,180.37032,14
73402,180.370379,13
73403,180.370379,12
73404,180.370379,11
73405,180.370379,10
73406,180.38882900000002,9
73407,180.38882900000002,8
73408,180.390901,9
73409,180.390901,10
73410,180.412244,11
73411,180.412244,12
73412,180.412244,13
73413,180.412244,14
73414,180.412244,15
73415,180.412244,16
73416,180.412244,17
73417,180.412244,18
73418,180.412244,19
73419,180.412244,20
73420,180.412244,21
73421,180.412244,22
73422,180.412244,23
73423,180.412244,24
73424,180.412244,25
73425,180.412244,26
73426,180.412244,27
73427,180.412244,28
73428,180.412244,29
73429,180.412244,30
73430,180.421278,29
73431,180.421278,28
73432,180.437414,29
73433,180.439887,28
73434,180.439887,27
73435,180.439887,26
73436,180.439887,25
73437,180.439887,24
73438,180.43997099999999,23
73439,180.43997099999999,22
73440,180.43997099999999,21
73441,180.43997099999999,20
73442,180.43997099999999,19
73443,180.43997099999999,18
73444,180.43997099999999,17
73445,180.43997099999999,16
73446,180.44003600000002,15
73447,180.44003700000002,14
73448,180.44003700000002,13
73449,180.44003700000002,12
73450,180.44003700000002,11
73451,180.44003700000002,10
73452,180.44003700000002,9
73453,180.468858,8
73454,180.48702,9
73455,180.48702,10
73456,180.48702,11
73457,180.48702,12
73458,180.48702,13
73459,180.48702,14
73460,180.48702,15
73461,180.48702,16
73462,180.48702,17
73463,180.48702,18
73464,180.48702,19
73465,180.48702,20
73466,180.48702,21
73467,180.48702,22
73468,180.48702,23
73469,180.513622,24
73470,180.52102299999999,23
73471,180.521024,22
73472,180.521024,21
73473,180.521024,20
73474,180.521024,19
73475,180.521024,18
73476,180.538712,19
73477,180.538712,20
73478,180.538712,21
73479,180.538712,22
73480,180.538712,23
73481,180.538712,24
73482,180.538712,25
73483,180.538712,26
73484,180.538712,27
73485,180.538712,28
73486,180.540375,27
73487,180.540375,26
73488,180.540375,25
73489,180.540375,24
73490,180.540376,23
73491,180.540376,22
73492,180.540376,21
73493,180.540472,20
73494,180.540472,19
73495,180.54843300000002,18
73496,180.564561,19
73497,180.564561,20
73498,180.564561,21
73499,180.564561,22
73500,180.564561,23
73501,180.564561,24
73502,180.564561,25
73503,180.564561,26
73504,180.564561,27
73505,180.564561,28
73506,180.564561,29
73507,180.564561,30
73508,180.564561,31
73509,180.564561,32
73510,180.564561,33
73511,180.564561,34
73512,180.564561,35
73513,180.564561,36
73514,180.568425,35
73515,180.568425,34
73516,180.568426,33
73517,180.568426,32
73518,180.568426,31
73519,180.568426,30
73520,180.568426,29
73521,180.568525,28
73522,180.568526,27
73523,180.568526,26
73524,180.591497,27
73525,180.600859,26
73526,180.600859,25
73527,180.600859,24
73528,180.600859,23
73529,180.60086,22
73530,180.60086,21
73531,180.60086,20
73532,180.614719,21
73533,180.614719,22
73534,180.614719,23
73535,180.614719,24
73536,180.614719,25
73537,180.614719,26
73538,180.614719,27
73539,180.614719,28
73540,180.639304,29
73541,180.639304,30
73542,180.639304,31
73543,180.639304,32
73544,180.639304,33
73545,180.639304,34
73546,180.639304,35
73547,180.639304,36
73548,180.639304,37
73549,180.639304,38
73550,180.639304,39
73551,180.639304,40
73552,180.639304,41
73553,180.639304,42
73554,180.639304,43
73555,180.639304,44
73556,180.639304,45
73557,180.639304,46
73558,180.639304,47
73559,180.639609,46
73560,180.639609,45
73561,180.639609,44
73562,180.639609,43
73563,180.639609,42
73564,180.639609,41
73565,180.639609,40
73566,180.639704,39
73567,180.639704,38
73568,180.639704,37
73569,180.639704,36
73570,180.639704,35
73571,180.64826399999998,34
73572,180.64826399999998,33
73573,180.64826499999998,32
73574,180.64826499999998,31
73575,180.64826499999998,30
73576,180.64826499999998,29
73577,180.64826499999998,28
73578,180.64826499999998,27
73579,180.66398,28
73580,180.671168,27
73581,180.671169,26
73582,180.671169,25
73583,180.671169,24
73584,180.671169,23
73585,180.671169,22
73586,180.671169,21
73587,180.689583,22
73588,180.689583,23
73589,180.689583,24
73590,180.689583,25
73591,180.689583,26
73592,180.689583,27
73593,180.71438600000002,28
73594,180.71438600000002,29
73595,180.71438600000002,30
73596,180.71438600000002,31
73597,180.71438600000002,32
73598,180.71438600000002,33
73599,180.71438600000002,34
73600,180.71438600000002,35
73601,180.71438600000002,36
73602,180.71438600000002,37
73603,180.71438600000002,38
73604,180.71438600000002,39
73605,180.71438600000002,40
73606,180.721216,39
73607,180.739911,38
73608,180.739911,37
73609,180.739911,36
73610,180.74,35
73611,180.74,34
73612,180.74,33
73613,180.74,32
73614,180.74,31
73615,180.74,30
73616,180.74,29
73617,180.74,28
73618,180.740079,27
73619,180.740079,26
73620,180.740079,25
73621,180.740079,24
73622,180.740079,23
73623,180.740079,22
73624,180.740079,21
73625,180.748079,20
73626,180.748079,19
73627,180.74808000000002,18
73628,180.74808000000002,17
73629,180.74808000000002,16
73630,180.74808000000002,15
73631,180.74808000000002,14
73632,180.76406200000002,15
73633,180.76406200000002,16
73634,180.76406200000002,17
73635,180.76406200000002,18
73636,180.78866399999998,17
73637,180.789773,18
73638,180.789773,19
73639,180.789773,20
73640,180.789773,21
73641,180.789773,22
73642,180.789773,23
73643,180.789773,24
73644,180.789773,25
73645,180.789773,26
73646,180.789773,27
73647,180.789773,28
73648,180.789773,29
73649,180.789773,30
73650,180.789773,31
73651,180.789773,32
73652,180.840403,31
73653,180.840403,30
73654,180.840403,29
73655,180.840403,28
73656,180.840403,27
73657,180.840403,26
73658,180.840403,25
73659,180.84049299999998,24
73660,180.84049299999998,23
73661,180.84049299999998,22
73662,180.84049299999998,21
73663,180.840494,20
73664,180.840494,19
73665,180.840494,18
73666,180.840494,17
73667,180.840553,16
73668,180.840553,15
73669,180.840553,14
73670,180.840553,13
73671,180.840554,12
73672,180.840554,11
73673,180.840619,12
73674,180.840619,13
73675,180.880098,12
73676,180.880098,11
73677,180.890974,12
73678,180.890974,13
73679,180.916655,14
73680,180.916655,15
73681,180.916655,16
73682,180.916655,17
73683,180.916655,18
73684,180.916655,19
73685,180.916655,20
73686,180.916655,21
73687,180.916655,22
73688,180.920374,21
73689,180.920374,20
73690,180.941334,21
73691,180.941334,22
73692,180.941334,23
73693,180.941334,24
73694,180.941334,25
73695,180.941334,26
73696,180.948134,25
73697,180.948134,24
73698,180.948134,23
73699,180.948134,22
73700,180.948134,21
73701,180.948134,20
73702,180.94825,19
73703,180.94825,18
73704,180.948251,17
73705,180.966327,18
73706,180.966327,19
73707,180.966327,20
73708,180.966327,21
73709,180.980286,20
73710,180.980286,19
73711,180.980286,18
73712,180.980286,17
73713,180.980286,16
73714,180.980287,15
73715,181.000281,14
73716,181.000281,13
73717,181.000281,12
73718,181.000282,11
73719,181.04175,12
73720,181.04175,13
73721,181.04175,14
73722,181.04175,15
73723,181.04175,16
73724,181.04175,17
73725,181.04175,18
73726,181.04175,19
73727,181.04175,20
73728,181.04175,21
73729,181.04175,22
73730,181.04175,23
73731,181.06933999999998,22
73732,181.06934099999998,21
73733,181.06934099999998,20
73734,181.06934099999998,19
73735,181.06934099999998,18
73736,181.06934099999998,17
73737,181.06934099999998,16
73738,181.06934099999998,15
73739,181.069438,14
73740,181.069438,13
73741,181.069438,12
73742,181.069438,11
73743,181.11731,12
73744,181.11731,13
73745,181.11731,14
73746,181.11731,15
73747,181.11731,16
73748,181.11731,17
73749,181.11731,18
73750,181.11731,19
73751,181.11731,20
73752,181.14273799999998,21
73753,181.14273799999998,22
73754,181.148091,21
73755,181.148091,20
73756,181.148091,19
73757,181.148091,18
73758,181.148092,17
73759,181.148092,16
73760,181.148092,15
73761,181.148092,14
73762,181.148199,13
73763,181.180135,12
73764,181.180136,11
73765,181.193041,12
73766,181.193041,13
73767,181.193041,14
73768,181.193041,15
73769,181.193041,16
73770,181.193041,17
73771,181.193041,18
73772,181.218393,19
73773,181.228669,18
73774,181.22867,17
73775,181.22867,16
73776,181.22867,15
73777,181.22867,14
73778,181.22867,13
73779,181.22867,12
73780,181.242853,13
73781,181.242853,14
73782,181.242853,15
73783,181.242853,16
73784,181.242853,17
73785,181.242853,18
73786,181.247859,17
73787,181.268551,18
73788,181.268551,19
73789,181.268551,20
73790,181.268551,21
73791,181.268551,22
73792,181.268551,23
73793,181.279804,22
73794,181.279804,21
73795,181.279804,20
73796,181.279804,19
73797,181.279805,18
73798,181.279805,17
73799,181.293341,18
73800,181.300413,17
73801,181.300413,16
73802,181.300413,15
73803,181.300413,14
73804,181.300508,13
73805,181.300508,12
73806,181.319025,13
73807,181.319025,14
73808,181.319025,15
73809,181.319025,16
73810,181.319025,17
73811,181.319025,18
73812,181.319025,19
73813,181.32988899999998,18
73814,181.34482,19
73815,181.34482,20
73816,181.34482,21
73817,181.34482,22
73818,181.34868400000002,21
73819,181.34868400000002,20
73820,181.34868500000002,19
73821,181.34868500000002,18
73822,181.34868500000002,17
73823,181.34868500000002,16
73824,181.34868500000002,15
73825,181.369412,16
73826,181.379727,15
73827,181.379727,14
73828,181.379728,13
73829,181.379728,12
73830,181.394483,13
73831,181.394483,14
73832,181.394483,15
73833,181.394483,16
73834,181.394483,17
73835,181.394483,18
73836,181.394483,19
73837,181.394483,20
73838,181.400003,19
73839,181.419498,20
73840,181.419498,21
73841,181.428079,20
73842,181.428079,19
73843,181.428079,18
73844,181.428079,17
73845,181.428079,16
73846,181.428079,15
73847,181.428079,14
73848,181.42808,13
73849,181.443793,14
73850,181.44788400000002,13
73851,181.44788400000002,12
73852,181.46924199999998,13
73853,181.46924199999998,14
73854,181.46924199999998,15
73855,181.46924199999998,16
73856,181.46924199999998,17
73857,181.46924199999998,18
73858,181.46924199999998,19
73859,181.479729,18
73860,181.49531499999998,19
73861,181.499674,18
73862,181.499674,17
73863,181.499674,16
73864,181.499674,15
73865,181.499674,14
73866,181.499674,13
73867,181.499674,12
73868,181.519646,13
73869,181.519646,14
73870,181.519646,15
73871,181.519646,16
73872,181.519646,17
73873,181.519646,18
73874,181.519646,19
73875,181.519646,20
73876,181.519646,21
73877,181.528781,20
73878,181.54464,21
73879,181.54464,22
73880,181.54464,23
73881,181.54464,24
73882,181.54464,25
73883,181.54806299999998,24
73884,181.54806299999998,23
73885,181.54806299999998,22
73886,181.54806299999998,21
73887,181.54806299999998,20
73888,181.54806399999998,19
73889,181.54815,18
73890,181.54815,17
73891,181.54815,16
73892,181.569043,17
73893,181.580252,16
73894,181.580252,15
73895,181.580253,14
73896,181.580253,13
73897,181.580253,12
73898,181.595425,13
73899,181.595425,14
73900,181.595425,15
73901,181.595425,16
73902,181.595425,17
73903,181.595425,18
73904,181.60011599999999,17
73905,181.620607,18
73906,181.629908,17
73907,181.629909,16
73908,181.629909,15
73909,181.629909,14
73910,181.629909,13
73911,181.629909,12
73912,181.65966799999998,11
73913,181.673934,12
73914,181.673934,13
73915,181.673934,14
73916,181.673934,15
73917,181.673934,16
73918,181.673934,17
73919,181.673934,18
73920,181.673934,19
73921,181.673934,20
73922,181.673934,21
73923,181.673934,22
73924,181.673934,23
73925,181.69856299999998,24
73926,181.708438,23
73927,181.708438,22
73928,181.708438,21
73929,181.708438,20
73930,181.708438,19
73931,181.708438,18
73932,181.708439,17
73933,181.708439,16
73934,181.708526,15
73935,181.708526,14
73936,181.708526,13
73937,181.708526,12
73938,181.723486,13
73939,181.723486,14
73940,181.723486,15
73941,181.723486,16
73942,181.723486,17
73943,181.723486,18
73944,181.728956,17
73945,181.74811,18
73946,181.74811,19
73947,181.74811,20
73948,181.74811,21
73949,181.74811,22
73950,181.74811,23
73951,181.74811,24
73952,181.74811,25
73953,181.76048799999998,24
73954,181.76048899999998,23
73955,181.76048899999998,22
73956,181.76048899999998,21
73957,181.76048899999998,20
73958,181.76048899999998,19
73959,181.773359,20
73960,181.773359,21
73961,181.773359,22
73962,181.773359,23
73963,181.773359,24
73964,181.773359,25
73965,181.78033200000002,24
73966,181.78033200000002,23
73967,181.78033200000002,22
73968,181.780333,21
73969,181.780333,20
73970,181.780333,19
73971,181.780333,18
73972,181.780333,17
73973,181.798402,18
73974,181.798402,19
73975,181.798402,20
73976,181.80774499999998,19
73977,181.80774499999998,18
73978,181.80774499999998,17
73979,181.80774499999998,16
73980,181.80774499999998,15
73981,181.80774499999998,14
73982,181.822938,15
73983,181.822938,16
73984,181.822938,17
73985,181.822938,18
73986,181.822938,19
73987,181.822938,20
73988,181.82886499999998,19
73989,181.82886499999998,18
73990,181.82886499999998,17
73991,181.848346,18
73992,181.848346,19
73993,181.848346,20
73994,181.859632,19
73995,181.859632,18
73996,181.859633,17
73997,181.859633,16
73998,181.859633,15
73999,181.859633,14
74000,181.873602,15
74001,181.873602,16
74002,181.879952,15
74003,181.879953,14
74004,181.879953,13
74005,181.898464,14
74006,181.898464,15
74007,181.898464,16
74008,181.908098,15
74009,181.908098,14
74010,181.92400700000002,15
74011,181.92400700000002,16
74012,181.92400700000002,17
74013,181.92400700000002,18
74014,181.92400700000002,19
74015,181.92400700000002,20
74016,181.929206,19
74017,181.929206,18
74018,181.929206,17
74019,181.948479,18
74020,181.96031599999998,17
74021,181.96031599999998,16
74022,181.960317,15
74023,181.960317,14
74024,181.960317,13
74025,181.960317,12
74026,181.974265,13
74027,181.974265,14
74028,181.974265,15
74029,181.974265,16
74030,181.980141,15
74031,181.999732,16
74032,181.999732,17
74033,181.999732,18
74034,181.999732,19
74035,181.999732,20
74036,182.00876499999998,19
74037,182.00876499999998,18
74038,182.00876499999998,17
74039,182.00876599999998,16
74040,182.02471200000002,17
74041,182.030283,16
74042,182.030283,15
74043,182.030371,14
74044,182.030371,13
74045,182.030372,12
74046,182.048938,13
74047,182.048938,14
74048,182.048938,15
74049,182.048938,16
74050,182.048938,17
74051,182.048938,18
74052,182.048938,19
74053,182.048938,20
74054,182.048938,21
74055,182.06025,20
74056,182.074861,21
74057,182.074861,22
74058,182.074861,23
74059,182.08025700000002,22
74060,182.08025800000001,21
74061,182.08025800000001,20
74062,182.08025800000001,19
74063,182.08025800000001,18
74064,182.08025800000001,17
74065,182.08025800000001,16
74066,182.080354,15
74067,182.080354,14
74068,182.11041799999998,13
74069,182.11041799999998,12
74070,182.11041799999998,11
74071,182.12546799999998,12
74072,182.12546799999998,13
74073,182.12546799999998,14
74074,182.12546799999998,15
74075,182.12546799999998,16
74076,182.12546799999998,17
74077,182.14950100000001,18
74078,182.14950100000001,19
74079,182.14950100000001,20
74080,182.14950100000001,21
74081,182.14950100000001,22
74082,182.14950100000001,23
74083,182.14950100000001,24
74084,182.14950100000001,25
74085,182.14950100000001,26
74086,182.14950100000001,27
74087,182.16009,26
74088,182.16009,25
74089,182.16009,24
74090,182.16009,23
74091,182.16009,22
74092,182.160091,21
74093,182.175052,22
74094,182.175052,23
74095,182.179971,22
74096,182.179972,21
74097,182.180027,20
74098,182.180028,19
74099,182.180028,18
74100,182.180028,17
74101,182.180028,16
74102,182.180103,15
74103,182.180103,14
74104,182.180103,13
74105,182.199451,14
74106,182.199451,15
74107,182.199451,16
74108,182.199451,17
74109,182.209138,16
74110,182.209139,15
74111,182.224082,16
74112,182.224082,17
74113,182.224082,18
74114,182.224082,19
74115,182.224082,20
74116,182.224082,21
74117,182.224082,22
74118,182.224082,23
74119,182.230133,22
74120,182.230247,21
74121,182.230247,20
74122,182.230247,19
74123,182.24973500000002,20
74124,182.260449,19
74125,182.260449,18
74126,182.26045,17
74127,182.26045,16
74128,182.26045,15
74129,182.26045,14
74130,182.26045,13
74131,182.26045,12
74132,182.273975,13
74133,182.280333,12
74134,182.29932,13
74135,182.29932,14
74136,182.29932,15
74137,182.29932,16
74138,182.29932,17
74139,182.309028,16
74140,182.32966100000002,15
74141,182.329662,14
74142,182.329662,13
74143,182.329662,12
74144,182.329662,11
74145,182.329702,12
74146,182.329702,13
74147,182.329702,14
74148,182.329702,15
74149,182.329702,16
74150,182.329702,17
74151,182.329702,18
74152,182.36051,17
74153,182.36051,16
74154,182.36051,15
74155,182.36051,14
74156,182.36051,13
74157,182.36051,12
74158,182.36051,11
74159,182.400735,12
74160,182.400735,13
74161,182.400735,14
74162,182.400735,15
74163,182.400735,16
74164,182.400735,17
74165,182.400735,18
74166,182.400735,19
74167,182.426376,20
74168,182.428123,19
74169,182.428123,18
74170,182.428123,17
74171,182.428123,16
74172,182.428123,15
74173,182.428123,14
74174,182.428123,13
74175,182.428215,12
74176,182.452178,13
74177,182.452178,14
74178,182.452178,15
74179,182.452178,16
74180,182.452178,17
74181,182.452178,18
74182,182.459879,17
74183,182.47895400000002,18
74184,182.47895400000002,19
74185,182.47895400000002,20
74186,182.47895400000002,21
74187,182.47895400000002,22
74188,182.480563,21
74189,182.480563,20
74190,182.480665,19
74191,182.480665,18
74192,182.480665,17
74193,182.480665,16
74194,182.50276499999998,17
74195,182.50276499999998,18
74196,182.50276499999998,19
74197,182.509613,18
74198,182.509613,17
74199,182.509613,16
74200,182.509613,15
74201,182.509613,14
74202,182.52739499999998,15
74203,182.52739499999998,16
74204,182.52739499999998,17
74205,182.52739499999998,18
74206,182.52739499999998,19
74207,182.539848,18
74208,182.539848,17
74209,182.539849,16
74210,182.55301200000002,17
74211,182.55301200000002,18
74212,182.55301200000002,19
74213,182.559962,18
74214,182.559962,17
74215,182.55996299999998,16
74216,182.55996299999998,15
74217,182.55996299999998,14
74218,182.578163,15
74219,182.578163,16
74220,182.578163,17
74221,182.578163,18
74222,182.578163,19
74223,182.590569,18
74224,182.59056999999999,17
74225,182.59056999999999,16
74226,182.6035,17
74227,182.6035,18
74228,182.6035,19
74229,182.6035,20
74230,182.609961,19
74231,182.60996200000002,18
74232,182.60996200000002,17
74233,182.60996200000002,16
74234,182.60996200000002,15
74235,182.628457,16
74236,182.628457,17
74237,182.628457,18
74238,182.639772,17
74239,182.639772,16
74240,182.639772,15
74241,182.639773,14
74242,182.654561,15
74243,182.654561,16
74244,182.654561,17
74245,182.654561,18
74246,182.654561,19
74247,182.654561,20
74248,182.660213,19
74249,182.660213,18
74250,182.660214,17
74251,182.678861,18
74252,182.678861,19
74253,182.678861,20
74254,182.68916000000002,19
74255,182.68916000000002,18
74256,182.68916000000002,17
74257,182.689161,16
74258,182.689161,15
74259,182.689161,14
74260,182.703772,15
74261,182.703772,16
74262,182.703772,17
74263,182.703772,18
74264,182.703772,19
74265,182.703772,20
74266,182.703772,21
74267,182.703772,22
74268,182.703772,23
74269,182.703772,24
74270,182.703772,25
74271,182.703772,26
74272,182.703772,27
74273,182.709347,26
74274,182.709347,25
74275,182.709347,24
74276,182.728607,25
74277,182.740603,24
74278,182.740603,23
74279,182.740604,22
74280,182.740604,21
74281,182.740604,20
74282,182.740679,19
74283,182.74068,18
74284,182.74068,17
74285,182.74068,16
74286,182.74068,15
74287,182.74068,14
74288,182.74068,13
74289,182.74068,12
74290,182.753631,13
74291,182.753631,14
74292,182.753631,15
74293,182.75947299999999,14
74294,182.778591,15
74295,182.778591,16
74296,182.778591,17
74297,182.778591,18
74298,182.778591,19
74299,182.778591,20
74300,182.778591,21
74301,182.778591,22
74302,182.778591,23
74303,182.778591,24
74304,182.778591,25
74305,182.778591,26
74306,182.778591,27
74307,182.778591,28
74308,182.788066,27
74309,182.788066,26
74310,182.788066,25
74311,182.809028,24
74312,182.809028,23
74313,182.809028,22
74314,182.809028,21
74315,182.809028,20
74316,182.809028,19
74317,182.809115,18
74318,182.809115,17
74319,182.809115,16
74320,182.809115,15
74321,182.809115,14
74322,182.809115,13
74323,182.809115,12
74324,182.809115,11
74325,182.829152,12
74326,182.829152,13
74327,182.829152,14
74328,182.829152,15
74329,182.829152,16
74330,182.829152,17
74331,182.829152,18
74332,182.8551,19
74333,182.8551,20
74334,182.8551,21
74335,182.8551,22
74336,182.8551,23
74337,182.8551,24
74338,182.8551,25
74339,182.8551,26
74340,182.8551,27
74341,182.8551,28
74342,182.859848,27
74343,182.859848,26
74344,182.859848,25
74345,182.859849,24
74346,182.859849,23
74347,182.859849,22
74348,182.859849,21
74349,182.889753,20
74350,182.889753,19
74351,182.889753,18
74352,182.889753,17
74353,182.889753,16
74354,182.889754,15
74355,182.889754,14
74356,182.889754,13
74357,182.889856,12
74358,182.889856,11
74359,182.907071,12
74360,182.907071,13
74361,182.907071,14
74362,182.907071,15
74363,182.907071,16
74364,182.932866,17
74365,182.932866,18
74366,182.932866,19
74367,182.932866,20
74368,182.932866,21
74369,182.932866,22
74370,182.940054,21
74371,182.940054,20
74372,182.940054,19
74373,182.940054,18
74374,182.940054,17
74375,182.963501,16
74376,182.963501,15
74377,182.963501,14
74378,182.963501,13
74379,182.963501,12
74380,182.963501,11
74381,182.98356,12
74382,182.98356,13
74383,182.98356,14
74384,183.007847,15
74385,183.007847,16
74386,183.007847,17
74387,183.007847,18
74388,183.007847,19
74389,183.010144,18
74390,183.010144,17
74391,183.010144,16
74392,183.044557,15
74393,183.044557,14
74394,183.044558,13
74395,183.044558,12
74396,183.044558,11
74397,183.058721,12
74398,183.058721,13
74399,183.083251,14
74400,183.083251,15
74401,183.083251,16
74402,183.083251,17
74403,183.083251,18
74404,183.083251,19
74405,183.083251,20
74406,183.083251,21
74407,183.083251,22
74408,183.083251,23
74409,183.083251,24
74410,183.083251,25
74411,183.083251,26
74412,183.083251,27
74413,183.083251,28
74414,183.083251,29
74415,183.083251,30
74416,183.083251,31
74417,183.083251,32
74418,183.083251,33
74419,183.083251,34
74420,183.083251,35
74421,183.083251,36
74422,183.083251,37
74423,183.093019,36
74424,183.09302,35
74425,183.11407,34
74426,183.11407,33
74427,183.11407,32
74428,183.11407,31
74429,183.11407,30
74430,183.11407,29
74431,183.114071,28
74432,183.114071,27
74433,183.114163,26
74434,183.114163,25
74435,183.114163,24
74436,183.114163,23
74437,183.114163,22
74438,183.114163,21
74439,183.114164,20
74440,183.114164,19
74441,183.11422199999998,18
74442,183.11422199999998,17
74443,183.11422199999998,16
74444,183.114223,15
74445,183.114223,14
74446,183.114223,13
74447,183.114223,12
74448,183.114223,11
74449,183.133603,12
74450,183.133603,13
74451,183.160821,14
74452,183.160821,15
74453,183.160821,16
74454,183.160821,17
74455,183.160821,18
74456,183.160821,19
74457,183.160821,20
74458,183.160821,21
74459,183.160821,22
74460,183.160821,23
74461,183.160821,24
74462,183.160821,25
74463,183.160821,26
74464,183.160821,27
74465,183.160821,28
74466,183.160821,29
74467,183.160821,30
74468,183.160821,31
74469,183.164071,30
74470,183.164071,29
74471,183.19148,28
74472,183.19148,27
74473,183.19148,26
74474,183.191556,25
74475,183.191556,24
74476,183.19155700000002,23
74477,183.19155700000002,22
74478,183.19155700000002,21
74479,183.19155700000002,20
74480,183.191613,19
74481,183.191613,18
74482,183.191613,17
74483,183.191613,16
74484,183.191613,15
74485,183.191614,14
74486,183.191667,13
74487,183.191667,12
74488,183.191667,11
74489,183.208381,12
74490,183.233941,13
74491,183.233941,14
74492,183.233941,15
74493,183.233941,16
74494,183.233941,17
74495,183.233941,18
74496,183.233941,19
74497,183.233941,20
74498,183.233941,21
74499,183.233941,22
74500,183.233941,23
74501,183.233941,24
74502,183.233941,25
74503,183.244114,24
74504,183.263676,23
74505,183.263676,22
74506,183.263676,21
74507,183.263676,20
74508,183.263676,19
74509,183.263676,18
74510,183.263676,17
74511,183.263768,16
74512,183.263768,15
74513,183.263768,14
74514,183.263768,13
74515,183.263768,12
74516,183.263769,11
74517,183.284178,12
74518,183.308992,13
74519,183.308992,14
74520,183.308992,15
74521,183.308992,16
74522,183.308992,17
74523,183.308992,18
74524,183.308992,19
74525,183.308992,20
74526,183.308992,21
74527,183.314098,20
74528,183.334269,21
74529,183.334269,22
74530,183.334269,23
74531,183.334269,24
74532,183.334269,25
74533,183.334269,26
74534,183.334269,27
74535,183.334269,28
74536,183.343969,27
74537,183.343969,26
74538,183.343969,25
74539,183.34405900000002,24
74540,183.34405900000002,23
74541,183.34405900000002,22
74542,183.34405900000002,21
74543,183.34405900000002,20
74544,183.34405900000002,19
74545,183.35923799999998,20
74546,183.363748,19
74547,183.363749,18
74548,183.363749,17
74549,183.363749,16
74550,183.363749,15
74551,183.363749,14
74552,183.36380400000002,13
74553,183.36380400000002,12
74554,183.384397,13
74555,183.384397,14
74556,183.384397,15
74557,183.384397,16
74558,183.384397,17
74559,183.384397,18
74560,183.384397,19
74561,183.384397,20
74562,183.384397,21
74563,183.39381799999998,20
74564,183.409451,21
74565,183.409451,22
