"No.","Time","Source","Destination","Protocol","losts","count","req_ms","losts_extend"
"43499","58.153590","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5481 : 0,]","1","5728086",""
"43525","58.178495","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5469 : 0,36,37,38,39,40,41,42,43,44,]","10","5728112",""
"43545","58.204266","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5495 : 0,2,3,4,7,]","5","5728137",""
"43566","58.228402","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5481 : 0,]","1","5728162",""
"43595","58.254035","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5469 : 0,36,37,38,39,40,41,43,47,48,50,51,52,53,]","14","5728187",""
"43613","58.279405","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5495 : 0,2,4,7,]","4","5728213",""
"43652","58.304441","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5481 : 0,43,44,47,48,49,]","6","5728238",""
"43665","58.330517","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5469 : 0,36,37,40,43,47,48,51,52,53,]","10","5728264",""
"43686","58.358593","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5495 : 0,2,4,7,37,39,]","6","5728290",""
"43714","58.385229","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5525 : 0,3,]","2","5728316",""
"43737","58.408084","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5469 : 0,36,37,47,48,51,52,53,]","8","5728341",""
"43750","58.433072","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5495 : 0,2,4,7,37,41,]","6","5728366",""
"43775","58.458876","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5525 : 0,3,]","2","5728392",""
"43796","58.483723","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5469 : 0,36,47,52,53,]","5","5728417",""
"43807","58.508395","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5495 : 0,2,7,45,46,47,48,50,51,]","9","5728442",""
"43834","58.534997","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5525 : 0,3,]","2","5728468",""
"43862","58.559958","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5469 : 0,36,53,]","3","5728493",""
"43879","58.586457","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5495 : 0,2,45,46,51,53,55,56,58,]","9","5728519",""
"43895","58.611404","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5525 : 0,3,]","2","5728545",""
"43929","58.637510","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5469 : 0,36,]","2","5728570",""
"43945","58.662061","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5495 : 0,45,51,53,58,]","5","5728595",""
"43962","58.686644","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5525 : 0,3,32,33,34,35,36,37,]","8","5728620",""
"44008","58.736909","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5540 : 0,6,8,13,]","4","5728670",""
"44018","58.763784","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5525 : 0,3,32,33,34,36,37,]","7","5728696",""
"44057","58.813345","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5540 : 0,6,8,13,]","4","5728747",""
"44081","58.839062","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5525 : 0,3,32,33,34,36,37,]","7","5728772",""
"44121","58.889980","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5546 : 0,7,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,]","19","5728822",""
"44124","58.914191","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5525 : 0,3,32,33,36,]","5","5728847",""
"44156","58.942035","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5582 : 0,1,2,3,4,5,6,8,]","8","5728873",""
"44179","58.964880","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5546 : 0,18,20,21,23,25,26,27,28,29,30,31,34,]","13","5728898",""
"44186","58.990268","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5525 : 0,3,32,33,]","4","5728923",""
"44222","59.015689","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5582 : 0,2,4,5,6,8,11,12,]","8","5728949",""
"44241","59.041325","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5546 : 0,18,20,23,25,26,28,30,34,]","9","5728974",""
"44265","59.066027","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5528 : 0,30,]","2","5728999",""
"44276","59.091939","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5582 : 0,2,4,5,6,8,11,12,14,15,16,17,18,]","13","5729024",""
"44305","59.116661","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5572 : 0,2,4,8,]","4","5729050",""
"44354","59.167709","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5582 : 0,4,8,12,14,16,17,18,20,21,22,]","11","5729101",""
"44414","59.217464","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5572 : 0,2,4,8,]","4","5729151",""
"44430","59.242886","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5582 : 0,8,14,17,20,21,22,24,25,26,28,29,]","12","5729176",""
"44462","59.293296","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5613 : 0,1,2,4,5,6,]","6","5729226",""
"44483","59.318457","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5574 : 0,2,6,32,33,34,36,37,]","8","5729252",""
"44504","59.344339","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5582 : 0,8,14,17,20,21,22,]","7","5729277",""
"44523","59.369169","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5613 : 0,1,2,4,5,6,8,10,]","8","5729302",""
"44559","59.422296","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5574 : 0,2,32,33,34,36,51,52,53,54,56,]","11","5729352",""
"44562","59.444565","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5582 : 0,17,20,21,22,31,33,35,]","8","5729378",""
"44600","59.494891","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5574 : 0,2,33,36,51,53,54,]","7","5729428",""
"44615","59.520314","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5599 : 0,3,18,]","3","5729453",""
"44660","59.570900","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5576 : 0,31,34,49,51,52,56,57,58,59,60,61,]","12","5729504",""
"44667","59.596424","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5599 : 0,3,]","2","5729529",""
"44694","59.620884","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5639 : 0,1,2,3,]","4","5729554",""
"44716","59.645884","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5607 : 0,3,20,25,27,29,30,]","7","5729579",""
"44733","59.672555","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5599 : 0,3,]","2","5729605",""
"44764","59.696877","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5639 : 0,2,3,7,8,10,11,12,]","8","5729630",""
"44788","59.722717","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5610 : 0,22,24,26,]","4","5729656",""
"44825","59.774254","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5641 : 0,1,10,13,]","4","5729707",""
"44841","59.798312","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5636 : 0,]","1","5729732",""
"44880","59.849288","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5642 : 0,9,12,14,15,16,17,18,19,]","9","5729782",""
"44923","59.925377","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5642 : 0,12,15,16,17,18,19,]","7","5729858",""
"44962","59.975167","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5665 : 0,1,2,3,4,5,7,8,]","8","5729908",""
"44973","60.000918","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5642 : 0,15,16,17,18,19,]","6","5729934",""
"45003","60.026029","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5675 : 0,1,2,5,]","4","5729959",""
"45027","60.050625","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5666 : 0,1,2,3,4,6,7,]","7","5729984",""
"45035","60.076025","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5657 : 0,1,2,3,4,]","5","5730009",""
"45063","60.100995","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5675 : 0,1,2,5,7,8,9,10,11,12,13,]","11","5730034",""
"45077","60.126318","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5667 : 0,1,5,]","3","5730059",""
"45096","60.150501","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5657 : 0,1,2,3,33,34,35,36,37,]","9","5730084",""
"45106","60.176290","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5675 : 0,1,5,7,8,9,10,11,12,13,]","10","5730109",""
"45124","60.201214","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5668 : 0,4,28,29,30,]","5","5730134",""
"45145","60.227239","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5657 : 0,1,2,3,33,34,35,37,]","8","5730160",""
"45156","60.251976","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5676 : 0,4,6,8,9,10,11,12,]","8","5730185",""
"45177","60.276758","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5668 : 0,28,29,30,32,]","5","5730210",""
"45200","60.302672","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5657 : 0,1,2,3,33,34,37,]","7","5730236",""
"45211","60.328005","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5676 : 0,4,6,10,12,]","5","5730261",""
"45236","60.353192","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5668 : 0,28,32,37,38,39,40,42,43,]","9","5730286",""
"45247","60.379624","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5657 : 0,33,34,37,]","4","5730311",""
"45267","60.403111","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5676 : 0,4,6,10,12,]","5","5730336",""
"45281","60.428099","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5668 : 0,28,37,38,39,42,43,45,46,47,49,]","11","5730361",""
"45298","60.454779","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5690 : 0,4,]","2","5730386",""
"45337","60.479057","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5676 : 0,4,12,43,46,47,]","6","5730412",""
"45363","60.503490","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5668 : 0,28,37,38,39,42,43,45,46,]","9","5730437",""
"45382","60.529021","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5690 : 0,4,]","2","5730462",""
"45408","60.554588","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5688 : 0,31,34,35,]","4","5730488",""
"45432","60.580119","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5696 : 0,9,11,14,15,17,18,]","7","5730513",""
"45452","60.605756","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5690 : 0,4,]","2","5730539",""
"45480","60.634999","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5688 : 0,34,35,38,39,40,41,42,]","8","5730565",""
"45495","60.656563","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5696 : 0,15,18,]","3","5730590",""
"45515","60.683006","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5690 : 0,4,42,43,44,45,46,47,]","8","5730616",""
"45529","60.709187","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5722 : 0,1,4,5,6,7,]","6","5730642",""
"45553","60.733925","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5696 : 0,43,44,45,46,47,]","6","5730667",""
"45566","60.759263","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5732 : 0,1,2,3,5,]","5","5730692",""
"45600","60.785212","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5722 : 0,1,4,5,6,]","5","5730717",""
"45622","60.809775","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5739 : 0,1,2,3,]","4","5730742",""
"45659","60.833704","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5732 : 0,1,3,5,13,14,15,16,]","8","5730767",""
"45689","60.859158","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5723 : 0,3,4,5,]","4","5730792",""
"45713","60.883951","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5741 : 0,1,9,10,11,12,13,14,15,]","9","5730817",""
"45724","60.909477","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5732 : 0,1,3,13,14,]","5","5730843",""
"45749","60.935550","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5723 : 0,3,35,36,37,38,]","6","5730868",""
"45764","60.960411","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5742 : 0,10,14,]","3","5730893",""
"45777","60.984373","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5732 : 0,1,13,]","3","5730918",""
"45796","61.009903","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5723 : 0,37,38,41,42,43,]","6","5730943",""
"45803","61.035365","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5742 : 0,10,14,]","3","5730968",""
"45821","61.059504","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5732 : 0,1,36,37,38,]","5","5730993",""
"45848","61.085121","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5723 : 0,37,38,43,]","4","5731018",""
"45868","61.110367","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5742 : 0,10,14,]","3","5731043",""
"45888","61.135626","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5732 : 0,1,36,38,40,41,42,44,]","8","5731069",""
"45914","61.160967","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5760 : 0,6,]","2","5731094",""
"45947","61.185345","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5752 : 0,4,]","2","5731119",""
"45968","61.210306","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5732 : 0,36,38,42,44,47,48,49,51,]","9","5731144",""
"45988","61.235254","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5766 : 0,]","1","5731169",""
"46009","61.261334","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5752 : 0,4,33,34,36,40,41,]","7","5731194",""
"46022","61.285991","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5770 : 0,9,13,]","3","5731219",""
"46044","61.311221","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5766 : 0,]","1","5731244",""
"46062","61.336644","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5752 : 0,4,36,40,]","4","5731270",""
"46078","61.362550","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5779 : 0,4,16,17,18,]","5","5731296",""
"46095","61.387196","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5766 : 0,]","1","5731321",""
"46113","61.413066","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5752 : 0,4,40,]","3","5731346",""
"46125","61.438499","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5779 : 0,4,16,17,]","4","5731371",""
"46140","61.463115","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5766 : 0,]","1","5731396",""
"46150","61.487565","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5792 : 0,]","1","5731421",""
"46163","61.512509","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5779 : 0,4,16,17,]","4","5731446",""
"46181","61.539662","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5766 : 0,]","1","5731471",""
"46203","61.588466","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5779 : 0,4,16,17,20,21,22,23,24,25,26,27,28,29,30,]","15","5731521",""
"46214","61.613600","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5766 : 0,45,46,47,48,49,]","6","5731546",""
"46266","61.664359","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5779 : 0,4,16,17,24,25,27,28,29,30,38,39,40,41,42,43,]","16","5731598",""
"46282","61.688534","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5811 : 0,1,2,3,]","4","5731622",""
"46332","61.739411","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5783 : 0,21,23,26,35,36,37,38,]","8","5731673",""
"46357","61.765181","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5812 : 0,2,]","2","5731698",""
"46402","61.815735","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5804 : 0,5,16,20,21,22,23,24,25,26,27,28,30,31,32,33,35,]","17","5731749",""
"46415","61.840752","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5812 : 0,2,]","2","5731774",""
"46451","61.866489","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5841 : 0,2,3,5,]","4","5731800",""
"46470","61.897380","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5809 : 0,16,17,18,19,20,21,22,26,27,30,]","11","5731826",""
"46482","61.917614","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5812 : 0,37,38,]","3","5731851",""
"46507","61.942967","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5841 : 0,2,3,5,]","4","5731876",""
"46523","61.968250","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5809 : 0,17,18,19,20,21,22,26,27,30,]","10","5731902",""
"46536","61.993594","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5812 : 0,40,]","2","5731927",""
"46560","62.018992","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5843 : 0,1,]","2","5731952",""
"46573","62.044826","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5809 : 0,17,19,21,27,30,]","6","5731978",""
"46585","62.070142","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5812 : 0,40,42,43,44,45,47,]","7","5732003",""
"46616","62.120883","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5809 : 0,19,21,]","3","5732054",""
"46630","62.146237","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5852 : 0,3,5,7,]","4","5732080",""
"46663","62.197134","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5809 : 0,19,21,52,53,54,55,56,57,59,61,]","11","5732130",""
"46668","62.222124","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5852 : 0,3,5,7,]","4","5732155",""
"46699","62.247475","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5872 : 0,1,]","2","5732181",""
"46708","62.273500","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5830 : 0,31,32,33,34,35,36,38,40,]","9","5732207",""
"46734","62.298967","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5859 : 0,]","1","5732232",""
"46765","62.324859","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5872 : 0,1,]","2","5732258",""
"46784","62.350429","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5861 : 0,1,2,3,4,5,9,14,15,16,17,18,19,20,21,22,]","16","5732284",""
"46797","62.374512","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5859 : 0,]","1","5732308",""
"46830","62.400118","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5872 : 0,1,13,]","3","5732333",""
"46835","62.424656","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5862 : 0,1,2,3,4,14,16,17,18,19,20,21,]","12","5732358",""
"46863","62.450341","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5888 : 0,1,2,3,4,5,]","6","5732384",""
"46886","62.475579","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5873 : 0,12,]","2","5732409",""
"46906","62.500880","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5862 : 0,1,2,3,4,14,16,17,19,20,21,]","11","5732434",""
"46927","62.525987","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5889 : 0,2,]","2","5732459",""
"46953","62.556459","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5873 : 0,12,22,]","3","5732484",""
"46962","62.575494","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5862 : 0,2,4,16,17,19,20,21,]","8","5732509",""
"46990","62.601318","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5891 : 0,7,8,9,]","4","5732534",""
"47017","62.626367","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5873 : 0,12,22,]","3","5732560",""
"47032","62.651723","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5862 : 0,2,16,19,20,40,41,42,43,44,45,46,48,49,52,]","15","5732585",""
"47046","62.677085","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5891 : 0,7,8,9,]","4","5732610",""
"47072","62.702069","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5873 : 0,12,22,]","3","5732635",""
"47096","62.727094","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5862 : 0,2,16,19,20,40,42,43,44,45,46,48,52,]","13","5732660",""
"47103","62.751671","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5891 : 0,7,8,9,]","4","5732685",""
"47135","62.776951","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5885 : 0,10,]","2","5732710",""
"47143","62.801688","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5862 : 0,2,19,40,42,43,46,48,54,55,56,57,58,59,60,61,]","16","5732735",""
"47163","62.827255","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5899 : 0,1,]","2","5732761",""
"47198","62.853199","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5885 : 0,10,]","2","5732786",""
"47211","62.878093","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5864 : 0,17,41,44,46,52,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,]","22","5732811",""
"47224","62.903236","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5899 : 0,1,37,38,]","4","5732837",""
"47267","62.928333","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5885 : 0,10,]","2","5732862",""
"47282","62.954577","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5881 : 0,24,27,29,38,39,41,42,44,45,47,48,49,50,53,]","15","5732887",""
"47292","62.979281","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5900 : 0,37,39,40,41,43,44,]","7","5732912",""
"47322","63.004591","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5895 : 0,]","1","5732938",""
"47340","63.030050","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5881 : 0,24,27,29,38,39,41,42,44,45,48,65,]","12","5732963",""
"47355","63.055001","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5937 : 0,2,3,]","3","5732988",""
"47397","63.106889","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5881 : 0,29,38,39,41,42,45,48,]","8","5733040",""
"47411","63.132068","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5937 : 0,2,3,12,13,14,15,]","7","5733065",""
"47458","63.183242","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5954 : 0,1,2,5,6,7,]","6","5733116",""
"47468","63.208170","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5922 : 0,29,30,]","3","5733141",""
"47491","63.233475","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5937 : 0,2,3,26,27,28,]","6","5733166",""
"47506","63.258171","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5955 : 0,1,4,]","3","5733191",""
"47526","63.283413","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5952 : 0,]","1","5733217",""
"47539","63.308385","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5937 : 0,2,3,26,27,28,30,31,]","8","5733242",""
"47548","63.334661","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5955 : 0,1,]","2","5733267",""
"47566","63.360509","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5952 : 0,]","1","5733292",""
"47585","63.384656","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5937 : 0,3,27,30,31,]","5","5733317",""
"47603","63.408785","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5955 : 0,1,15,16,17,18,19,21,]","8","5733342",""
"47640","63.460211","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5937 : 0,27,30,31,41,42,]","6","5733393",""
"47659","63.485031","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[5955 : 0,1,15,17,19,]","5","5733418",""
