"No.","Time","Source","Destination","Protocol","losts","count","req_ms","losts_extend"
"91815","120.971984","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11021 : 0,3,]","2","5790905",""
"91824","120.997465","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11010 : 0,5,8,9,]","4","5790930",""
"91844","121.021112","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[10986 : 0,41,42,45,46,49,50,51,]","8","5790955",""
"91855","121.046988","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11021 : 0,3,]","2","5790980",""
"91881","121.072543","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11010 : 0,5,8,9,]","4","5791006",""
"91896","121.098689","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[10986 : 0,42,45,46,49,50,]","6","5791032",""
"91915","121.123710","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11021 : 0,18,19,20,22,23,]","6","5791057",""
"91935","121.149580","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11010 : 0,5,8,9,]","4","5791083",""
"91958","121.175405","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11028 : 0,3,4,7,8,]","5","5791108",""
"91986","121.200094","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11021 : 0,19,]","2","5791134",""
"92003","121.225851","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11010 : 0,5,8,9,38,39,40,41,42,44,]","10","5791159",""
"92016","121.250433","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11028 : 0,3,8,]","3","5791184",""
"92041","121.276923","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11021 : 0,19,]","2","5791209",""
"92051","121.301087","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11015 : 0,4,34,36,39,42,43,]","7","5791234",""
"92071","121.325936","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11036 : 0,]","1","5791259",""
"92094","121.350816","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11040 : 0,]","1","5791284",""
"92104","121.376037","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11015 : 0,4,34,39,42,43,]","6","5791309",""
"92117","121.401255","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11036 : 0,]","1","5791335",""
"92152","121.452103","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11015 : 0,34,43,46,47,48,49,50,51,52,53,]","11","5791385",""
"92156","121.476267","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11036 : 0,]","1","5791410",""
"92186","121.501722","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11073 : 0,1,2,]","3","5791435",""
"92192","121.526920","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11015 : 0,34,43,47,48,49,53,]","7","5791461",""
"92224","121.578776","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11073 : 0,1,2,6,7,]","5","5791512",""
"92242","121.603455","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11015 : 0,34,43,47,49,53,]","6","5791537",""
"92280","121.654176","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11074 : 0,1,6,]","3","5791587",""
"92284","121.678954","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11015 : 0,34,43,53,]","4","5791612",""
"92314","121.703347","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11085 : 0,1,2,]","3","5791637",""
"92328","121.729266","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11074 : 0,6,15,16,17,19,]","6","5791662",""
"92340","121.753764","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11049 : 0,9,19,]","3","5791687",""
"92362","121.778080","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11085 : 0,2,]","2","5791712",""
"92391","121.804298","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11074 : 0,6,16,17,19,]","5","5791738",""
"92414","121.829923","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11049 : 0,9,19,47,48,49,50,51,]","8","5791763",""
"92427","121.855096","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11085 : 0,17,18,19,20,21,]","6","5791788",""
"92448","121.879845","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11074 : 0,6,16,17,19,]","5","5791813",""
"92467","121.904967","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11049 : 0,19,47,48,49,50,51,]","7","5791838",""
"92493","121.929184","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11085 : 0,17,18,21,]","4","5791863",""
"92513","121.955038","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11074 : 0,6,17,19,34,35,36,]","7","5791888",""
"92529","121.979818","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11049 : 0,19,47,48,49,50,51,64,65,66,67,68,]","12","5791913",""
"92549","122.005164","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11102 : 0,1,]","2","5791938",""
"92576","122.029793","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11074 : 0,6,17,]","3","5791963",""
"92598","122.054292","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11049 : 0,19,48,50,64,65,68,72,73,74,]","10","5791988",""
"92605","122.080497","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11102 : 0,]","1","5792014",""
"92636","122.106795","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11074 : 0,6,17,51,52,53,55,57,]","8","5792040",""
"92654","122.132454","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11049 : 0,19,50,64,65,68,72,73,74,]","9","5792066",""
"92670","122.157605","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11102 : 0,]","1","5792091",""
"92708","122.182810","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11074 : 0,6,52,53,55,57,]","6","5792116",""
"92720","122.208001","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11049 : 0,50,64,68,73,74,84,85,86,]","9","5792141",""
"92746","122.232863","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11102 : 0,]","1","5792166",""
"92766","122.258129","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11074 : 0,52,53,55,57,]","5","5792192",""
"92783","122.283402","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11049 : 0,50,73,84,86,]","5","5792217",""
"92798","122.309233","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11102 : 0,36,37,38,39,40,41,42,43,44,]","10","5792243",""
"92818","122.334230","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11126 : 0,1,5,]","3","5792268",""
"92842","122.360258","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11049 : 0,50,84,86,]","4","5792294",""
"92859","122.385269","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11138 : 0,1,2,3,4,5,6,7,8,]","9","5792319",""
"92873","122.410707","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11127 : 0,22,]","2","5792344",""
"92890","122.435517","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11099 : 0,34,36,]","3","5792369",""
"92905","122.461225","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11138 : 0,3,5,6,7,8,13,14,15,]","9","5792394",""
"92920","122.485443","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11127 : 0,22,]","2","5792419",""
"92941","122.511239","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11135 : 0,]","1","5792444",""
"92958","122.536033","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11141 : 0,2,3,5,11,]","5","5792469",""
"92964","122.560639","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11127 : 0,22,]","2","5792494",""
"92989","122.586846","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11135 : 0,]","1","5792520",""
"93004","122.612163","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11141 : 0,3,5,]","3","5792545",""
"93016","122.637061","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11127 : 0,22,]","2","5792570",""
"93040","122.662225","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11135 : 0,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,38,39,]","19","5792596",""
"93056","122.687121","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11141 : 0,5,]","2","5792621",""
"93091","122.716758","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11127 : 0,]","1","5792647",""
"93104","122.738583","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11156 : 0,1,2,3,4,5,6,7,8,9,10,11,12,17,18,]","15","5792672",""
"93126","122.764354","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11141 : 0,5,35,36,37,38,39,40,41,43,]","10","5792697",""
"93148","122.788443","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11127 : 0,]","1","5792722",""
"93174","122.814540","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11156 : 0,1,2,3,4,6,9,10,11,18,]","10","5792748",""
"93186","122.840397","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11141 : 0,5,36,38,39,43,]","6","5792773",""
"93211","122.865374","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11127 : 0,59,60,61,62,63,]","6","5792799",""
"93221","122.890706","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11156 : 0,1,2,3,4,6,9,10,11,18,]","10","5792824",""
"93243","122.916355","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11141 : 0,5,38,39,]","4","5792850",""
"93273","122.942219","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11187 : 0,1,2,3,8,9,]","6","5792876",""
"93282","122.967583","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11156 : 0,2,9,10,18,43,44,45,]","8","5792901",""
"93299","122.992798","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11141 : 0,5,38,39,62,63,64,66,67,68,]","10","5792926",""
"93330","123.017217","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11187 : 0,8,9,]","3","5792951",""
"93363","123.044468","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11158 : 0,8,16,]","3","5792977",""
"93374","123.068974","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11141 : 0,5,39,62,63,64,66,70,73,74,]","10","5793002",""
"93392","123.093588","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11187 : 0,8,9,]","3","5793027",""
"93417","123.119217","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11166 : 0,8,]","2","5793052",""
"93433","123.143241","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11141 : 0,39,62,66,70,74,77,78,]","8","5793077",""
"93450","123.168321","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11187 : 0,9,]","2","5793102",""
"93466","123.193677","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11221 : 0,1,2,3,4,]","5","5793127",""
"93489","123.219288","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11180 : 0,23,27,31,39,]","5","5793152",""
"93501","123.244319","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11187 : 0,9,]","2","5793178",""
"93521","123.269716","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11221 : 0,1,4,6,]","4","5793203",""
"93540","123.295021","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11180 : 0,23,31,39,]","4","5793228",""
"93550","123.320193","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11187 : 0,]","1","5793254",""
"93574","123.346185","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11221 : 0,6,]","2","5793280",""
"93593","123.376753","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11180 : 0,31,39,]","3","5793305",""
"93631","123.422288","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11221 : 0,6,9,10,11,12,13,14,15,17,18,19,20,21,]","14","5793356",""
"93639","123.448429","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11211 : 0,34,35,]","3","5793382",""
"93672","123.498853","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11221 : 0,6,9,11,12,13,15,19,20,21,]","10","5793432",""
"93688","123.523494","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11211 : 0,34,35,37,]","4","5793457",""
"93733","123.575047","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11221 : 0,6,9,11,12,15,20,21,]","8","5793508",""
"93746","123.599739","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11211 : 0,35,37,]","3","5793533",""
"93773","123.624735","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11251 : 0,1,2,3,4,]","5","5793558",""
"93783","123.649381","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11221 : 0,6,11,15,20,21,]","6","5793583",""
"93813","123.674702","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11248 : 0,9,10,11,]","4","5793608",""
"93824","123.699600","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11251 : 0,1,2,]","3","5793633",""
"93847","123.725281","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11221 : 0,6,11,15,20,42,43,44,45,46,47,]","11","5793659",""
"93864","123.750003","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11258 : 0,]","1","5793684",""
"93886","123.776182","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11252 : 0,]","1","5793709",""
"93896","123.800745","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11227 : 0,5,14,36,37,38,39,41,43,44,45,]","11","5793734",""
"93935","123.852277","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11252 : 0,]","1","5793786",""
"93955","123.878409","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11241 : 0,23,25,27,29,30,31,34,35,37,38,]","11","5793812",""
"94010","123.929312","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11252 : 0,29,32,]","3","5793862",""
"94018","123.953901","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11241 : 0,23,25,27,29,30,35,]","7","5793887",""
"94041","123.978474","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11286 : 0,1,2,3,5,6,7,8,]","8","5793912",""
"94060","124.004058","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11281 : 0,3,]","2","5793937",""
"94085","124.028750","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11264 : 0,2,7,]","3","5793962",""
"94102","124.053611","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11286 : 0,1,2,3,5,6,7,]","7","5793987",""
"94117","124.079163","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11284 : 0,]","1","5794013",""
"94139","124.104519","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11264 : 0,7,]","2","5794038",""
"94150","124.130376","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11286 : 0,1,5,6,7,10,11,12,13,14,15,]","11","5794064",""
"94166","124.159276","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11284 : 0,]","1","5794089",""
"94189","124.180604","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11264 : 0,7,]","2","5794114",""
"94217","124.205537","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11287 : 0,5,6,9,10,12,13,14,19,20,21,22,23,]","13","5794139",""
"94258","124.256164","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11264 : 0,7,48,49,54,]","5","5794190",""
"94273","124.281904","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11287 : 0,6,9,10,12,14,19,20,21,23,]","10","5794216",""
"94312","124.333329","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11271 : 0,41,47,50,51,53,]","6","5794267",""
"94321","124.358787","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11287 : 0,9,10,12,14,19,21,23,]","8","5794292",""
"94359","124.409188","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11271 : 0,41,50,51,53,]","5","5794343",""
"94376","124.434384","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11287 : 0,9,12,14,21,40,]","6","5794368",""
"94411","124.484671","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11271 : 0,41,53,58,59,]","5","5794418",""
"94425","124.509767","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11296 : 0,3,5,12,31,]","5","5794443",""
"94459","124.560159","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11271 : 0,41,53,58,59,61,62,63,64,65,68,69,70,]","13","5794493",""
"94479","124.585121","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11301 : 0,7,26,]","3","5794518",""
"94523","124.635111","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11271 : 0,53,58,59,61,62,63,64,65,]","9","5794568",""
"94527","124.660581","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11301 : 0,7,26,]","3","5794593",""
"94565","124.711020","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11271 : 0,53,58,59,61,62,63,]","7","5794644",""
"94582","124.735644","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11308 : 0,19,]","2","5794669",""
"94626","124.786645","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11324 : 0,5,8,20,21,22,23,24,25,26,27,28,31,]","13","5794720",""
"94644","124.811694","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11308 : 0,19,]","2","5794745",""
"94665","124.836787","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11358 : 0,2,3,4,6,7,8,]","7","5794770",""
"94685","124.861767","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11324 : 0,5,8,21,22,23,25,26,27,31,]","10","5794795",""
"94713","124.887101","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11308 : 0,19,]","2","5794821",""
"94735","124.912364","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11358 : 0,2,3,4,7,8,12,13,14,15,]","10","5794846",""
"94746","124.937913","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11329 : 0,16,20,21,22,]","5","5794871",""
"94774","124.963191","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11327 : 0,]","1","5794897",""
"94787","124.988556","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11361 : 0,4,5,9,10,12,]","6","5794922",""
"94803","125.013604","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11329 : 0,16,20,21,]","4","5794947",""
"94825","125.044096","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11327 : 0,]","1","5794973",""
"94837","125.064607","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11361 : 0,4,5,9,10,12,]","6","5794998",""
"94850","125.089351","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11329 : 0,16,21,47,48,49,50,51,52,53,54,55,56,58,60,]","15","5795023",""
"94873","125.115407","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11327 : 0,]","1","5795048",""
"94894","125.140112","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11366 : 0,4,5,7,]","4","5795073",""
"94915","125.165401","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11350 : 0,27,29,30,31,32,34,35,37,41,42,43,44,45,]","14","5795098",""
"94935","125.189257","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11327 : 0,]","1","5795123",""
"94970","125.215096","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11366 : 0,5,7,]","3","5795148",""
"94983","125.241102","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11377 : 0,4,5,7,8,10,16,17,18,20,22,23,24,]","13","5795174",""
"95005","125.265733","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11403 : 0,1,]","2","5795199",""
"95023","125.291370","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11371 : 0,2,35,36,37,]","5","5795225",""
"95042","125.316792","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11377 : 0,7,10,16,18,22,24,]","7","5795250",""
"95083","125.368010","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11371 : 0,35,37,39,40,41,42,]","7","5795301",""
"95096","125.392434","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11384 : 0,3,9,11,15,17,]","6","5795326",""
"95108","125.417323","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11415 : 0,1,2,]","3","5795351",""
"95123","125.442365","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11406 : 0,2,4,5,6,7,]","6","5795376",""
"95145","125.470266","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11384 : 0,15,17,]","3","5795402",""
"95157","125.493468","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11415 : 0,2,]","2","5795427",""
"95169","125.518746","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11406 : 0,2,5,6,7,13,14,16,17,19,]","10","5795452",""
"95185","125.543389","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11384 : 0,15,]","2","5795477",""
"95206","125.568746","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11415 : 0,12,14,15,]","4","5795502",""
"95217","125.592986","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11406 : 0,2,5,6,7,14,16,17,19,]","9","5795527",""
"95231","125.618745","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11384 : 0,15,]","2","5795552",""
"95258","125.643537","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11415 : 0,12,14,]","3","5795577",""
"95279","125.668931","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11406 : 0,2,5,6,14,17,19,27,29,30,]","10","5795602",""
"95300","125.693821","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11399 : 0,]","1","5795627",""
"95325","125.719631","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11427 : 0,2,11,12,13,14,16,]","7","5795653",""
"95335","125.745564","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11406 : 0,2,5,6,14,17,19,29,30,]","9","5795679",""
"95356","125.771319","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11399 : 0,46,47,48,49,50,]","6","5795705",""
"95374","125.796953","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11427 : 0,2,11,12,14,16,]","6","5795730",""
"95393","125.822052","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11406 : 0,2,5,17,19,29,30,]","7","5795756",""
"95412","125.848279","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11399 : 0,46,48,50,]","4","5795781",""
"95433","125.872504","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11427 : 0,11,12,14,16,24,26,27,]","8","5795806",""
"95446","125.898124","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11406 : 0,17,19,29,30,]","5","5795831",""
"95474","125.922781","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11447 : 0,2,]","2","5795856",""
"95488","125.947746","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11438 : 0,1,3,5,13,15,16,]","7","5795881",""
"95508","125.972598","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11406 : 0,19,29,30,]","4","5795906",""
"95522","125.999029","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11447 : 0,2,9,10,11,12,13,14,15,]","9","5795932",""
"95540","126.023863","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11441 : 0,2,13,24,25,]","5","5795958",""
"95570","126.049561","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11425 : 0,11,43,44,]","4","5795983",""
"95587","126.074256","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11447 : 0,10,11,12,13,14,15,]","7","5796008",""
"95610","126.099829","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11443 : 0,11,23,29,32,33,34,37,]","8","5796033",""
"95628","126.124566","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11436 : 0,32,]","2","5796058",""
"95648","126.150022","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11447 : 0,10,11,12,13,14,15,]","7","5796083",""
"95665","126.174824","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11443 : 0,11,23,29,34,]","5","5796108",""
"95683","126.200198","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11436 : 0,32,46,47,48,]","5","5796134",""
"95706","126.225741","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[11457 : 0,1,2,3,4,5,]","6","5796159",""
