"No.","Time","Source","Destination","Protocol","frame","subseq","seq","ts","pkt_cnt","stream_type","frame_type"
"25649","43.018394","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1635","1","3836","54885","5","0","1"
"25650","43.018394","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1635","2","3837","54885","5","0","1"
"25660","43.029344","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1635","3","3838","54885","5","0","1"
"25661","43.029448","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1635","4","3839","54885","5","0","1"
"25709","43.089306","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1636","0","3840","54957","5","0","1"
"25712","43.099498","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1636","1","3841","54957","5","0","1"
"25713","43.099498","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1636","2","3842","54958","5","0","1"
"25714","43.099498","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1636","3","3843","54958","5","0","1"
"25715","43.099498","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1636","4","3844","54958","5","0","1"
"25775","43.239706","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1637","0","3845","55037","5","0","1"
"25776","43.239706","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1637","1","3846","55038","5","0","1"
"25777","43.239706","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1637","2","3847","55039","5","0","1"
"25778","43.239706","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1637","3","3848","55039","5","0","1"
"25779","43.239706","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1637","4","3849","55040","5","0","1"
"25782","43.239812","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1638","0","3850","55080","5","0","1"
"25783","43.239812","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1638","1","3851","55081","5","0","1"
"25784","43.239812","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1638","2","3852","55081","5","0","1"
"25785","43.239812","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1638","3","3853","55081","5","0","1"
"25786","43.239812","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1638","4","3854","55081","5","0","1"
"25829","43.289595","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1639","0","3855","55153","5","0","1"
"25830","43.289595","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1639","1","3856","55153","5","0","1"
"25831","43.289595","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1639","2","3857","55154","5","0","1"
"25832","43.289595","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1639","3","3858","55154","5","0","1"
"25836","43.300343","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1639","4","3859","55154","5","0","1"
"25868","43.360295","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1640","0","3860","55219","5","0","1"
"25869","43.360296","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1640","1","3861","55219","5","0","1"
"25870","43.360296","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1640","2","3862","55220","5","0","1"
"25871","43.360296","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1640","3","3863","55220","5","0","1"
"25872","43.360296","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1640","4","3864","55221","5","0","1"
"25901","43.410365","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1641","0","3865","55275","5","0","1"
"25902","43.410365","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1641","1","3866","55276","5","0","1"
"25903","43.410365","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1641","2","3867","55276","5","0","1"
"25906","43.420324","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1641","3","3868","55277","5","0","1"
"25907","43.420325","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1641","4","3869","55277","5","0","1"
"25944","43.478358","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1642","0","3870","55341","5","0","1"
"25945","43.478358","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1642","1","3871","55342","5","0","1"
"25946","43.478358","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1642","2","3872","55343","5","0","1"
"25947","43.478358","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1642","3","3873","55343","5","0","1"
"25951","43.478458","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1642","4","3874","55343","5","0","1"
"25980","43.549361","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1643","0","3875","55411","5","0","1"
"25981","43.549362","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1643","1","3876","55411","5","0","1"
"25982","43.549362","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1643","2","3877","55411","5","0","1"
"25983","43.549362","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1643","3","3878","55411","5","0","1"
"25984","43.549362","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1643","4","3879","55412","5","0","1"
"26027","43.611120","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1644","0","3880","55477","5","0","1"
"26028","43.611120","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1644","1","3881","55477","5","0","1"
"26031","43.619900","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1644","2","3882","55478","5","0","1"
"26032","43.619900","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1644","3","3883","55478","5","0","1"
"26033","43.619901","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1644","4","3884","55478","5","0","1"
"26074","43.677572","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1645","0","3885","55545","5","0","1"
"26077","43.690715","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1645","1","3886","55546","5","0","1"
"26078","43.690715","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1645","2","3887","55546","5","0","1"
"26081","43.690715","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1645","3","3888","55546","5","0","1"
"26083","43.690716","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1645","4","3889","55547","5","0","1"
"26112","43.740266","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1646","0","3890","55606","5","0","1"
"26115","43.749712","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1646","1","3891","55607","5","0","1"
"26116","43.749712","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1646","2","3892","55607","5","0","1"
"26120","43.749712","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1646","3","3893","55607","5","0","1"
"26121","43.749712","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1646","4","3894","55607","5","0","1"
"26174","43.830420","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1647","0","3895","55675","5","0","1"
"26175","43.830420","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1647","1","3896","55677","5","0","1"
"26176","43.830420","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1647","2","3897","55677","5","0","1"
"26177","43.830420","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1647","3","3898","55678","5","0","1"
"26178","43.830420","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1647","4","3899","55678","5","0","1"
"26216","43.910229","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1648","0","3900","55742","5","0","1"
"26225","43.918025","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1648","1","3901","55742","5","0","1"
"26226","43.918025","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1648","2","3902","55743","5","0","1"
"26227","43.918025","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1648","3","3903","55743","5","0","1"
"26230","43.918026","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1648","4","3904","55745","5","0","1"
"26253","43.949975","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1649","0","3905","55810","6","0","1"
"26254","43.949975","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1649","1","3906","55810","6","0","1"
"26255","43.949975","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1649","2","3907","55811","6","0","1"
"26256","43.949975","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1649","3","3908","55812","6","0","1"
"26257","43.949975","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1649","4","3909","55812","6","0","1"
"26258","43.949976","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1649","5","3910","55813","6","0","1"
"26302","44.010183","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1650","0","3911","55875","6","0","1"
"26303","44.010183","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1650","1","3912","55876","6","0","1"
"26304","44.010183","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1650","2","3913","55877","6","0","1"
"26311","44.021173","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1650","3","3914","55877","6","0","1"
"26312","44.021173","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1650","4","3915","55877","6","0","1"
"26313","44.021173","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1650","5","3916","55878","6","0","1"
"26354","44.070168","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1651","0","3917","55932","4","0","1"
"26355","44.070168","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1651","1","3918","55933","4","0","1"
"26359","44.070168","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1651","2","3919","55933","4","0","1"
"26360","44.070169","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1651","3","3920","55934","4","0","1"
"26387","44.129902","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1652","0","3921","55998","5","0","1"
"26390","44.138405","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1652","1","3922","55998","5","0","1"
"26391","44.138405","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1652","2","3923","55998","5","0","1"
"26392","44.138405","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1652","3","3924","55998","5","0","1"
"26393","44.138405","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1652","4","3925","55998","5","0","1"
"26434","44.198735","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1653","0","3926","56066","5","0","1"
"26435","44.198735","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1653","1","3927","56066","5","0","1"
"26438","44.210840","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1653","2","3928","56066","5","0","1"
"26439","44.210840","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1653","3","3929","56067","5","0","1"
"26441","44.210840","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1653","4","3930","56067","5","0","1"
"26473","44.270210","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1654","0","3931","56134","5","0","1"
"26474","44.270210","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1654","1","3932","56135","5","0","1"
"26475","44.270210","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1654","2","3933","56135","5","0","1"
"26476","44.270210","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1654","3","3934","56135","5","0","1"
"26477","44.270210","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1654","4","3935","56135","5","0","1"
"26533","44.338223","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1655","0","3936","56201","5","0","1"
"26534","44.338223","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1655","1","3937","56201","5","0","1"
"26535","44.338223","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1655","2","3938","56202","5","0","1"
"26536","44.338223","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1655","3","3939","56202","5","0","1"
"26537","44.338224","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1655","4","3940","56202","5","0","1"
"26594","44.429691","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1656","0","3941","56268","5","0","1"
"26595","44.429691","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1656","1","3942","56269","5","0","1"
"26651","44.519562","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1656","2","3943","56269","5","0","1"
"26652","44.519563","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1656","3","3944","56269","5","0","1"
"26653","44.519563","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1656","4","3945","56269","5","0","1"
"26657","44.519563","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1657","0","3946","56334","4","0","1"
"26658","44.519563","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1657","1","3947","56334","4","0","1"
"26659","44.519668","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1657","2","3948","56335","4","0","1"
"26660","44.519668","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1657","3","3949","56335","4","0","1"
"26672","44.540317","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1658","0","3950","56402","4","0","1"
"26673","44.540317","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1658","1","3951","56403","4","0","1"
"26674","44.540317","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1658","2","3952","56403","4","0","1"
"26675","44.540317","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1658","3","3953","56404","4","0","1"
"26718","44.599444","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1659","0","3954","56467","4","0","1"
"26721","44.609370","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1659","1","3955","56467","4","0","1"
"26722","44.609370","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1659","2","3956","56467","4","0","1"
"26723","44.609370","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1659","3","3957","56468","4","0","1"
"26748","44.669409","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1660","0","3958","56534","5","0","1"
"26749","44.669409","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1660","1","3959","56534","5","0","1"
"26750","44.669409","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1660","2","3960","56534","5","0","1"
"26751","44.669409","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1660","3","3961","56534","5","0","1"
"26757","44.669509","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1660","4","3962","56535","5","0","1"
"26792","44.739475","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1661","0","3963","56601","4","0","1"
"26793","44.739475","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1661","1","3964","56602","4","0","1"
"26794","44.739476","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1661","2","3965","56602","4","0","1"
"26795","44.739476","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1661","3","3966","56602","4","0","1"
"26828","44.809781","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1662","0","3967","56667","4","0","1"
"26829","44.809781","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1662","1","3968","56668","4","0","1"
"26830","44.809781","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1662","2","3969","56668","4","0","1"
"26831","44.809781","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1662","3","3970","56668","4","0","1"
"26872","44.869388","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1663","0","3971","56735","6","0","1"
"26873","44.869388","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1663","1","3972","56736","6","0","1"
"26874","44.869388","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1663","2","3973","56736","6","0","1"
"26878","44.879598","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1663","3","3974","56737","6","0","1"
"26879","44.879598","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1663","4","3975","56737","6","0","1"
"26880","44.879598","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1663","5","3976","56737","6","0","1"
"26894","44.930279","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1664","0","3977","56794","5","0","1"
"26895","44.930280","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1664","1","3978","56794","5","0","1"
"26896","44.930280","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1664","2","3979","56795","5","0","1"
"26900","44.930280","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1664","3","3980","56795","5","0","1"
"26901","44.930280","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1664","4","3981","56795","5","0","1"
"26965","44.997298","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1665","0","3982","56859","7","0","1"
"26966","44.997298","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1665","1","3983","56860","7","0","1"
"26967","44.997298","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1665","2","3984","56861","7","0","1"
"26968","44.997298","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1665","3","3985","56862","7","0","1"
"26969","44.997299","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1665","4","3986","56862","7","0","1"
"26970","44.997299","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1665","5","3987","56863","7","0","1"
"26971","44.997299","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1665","6","3988","56863","7","0","1"
"27010","45.069399","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1666","0","3989","56927","7","0","1"
"27011","45.069399","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1666","1","3990","56928","7","0","1"
"27012","45.069399","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1666","2","3991","56928","7","0","1"
"27013","45.069399","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1666","3","3992","56929","7","0","1"
"27014","45.069399","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1666","4","3993","56929","7","0","1"
"27015","45.069400","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1666","5","3994","56929","7","0","1"
"27017","45.069400","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1666","6","3995","56929","7","0","1"
"27065","45.140453","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1667","0","3996","56998","6","0","1"
"27066","45.140453","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1667","1","3997","56999","6","0","1"
"27067","45.140453","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1667","2","3998","57000","6","0","1"
"27068","45.140453","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1667","3","3999","57001","6","0","1"
"27072","45.140454","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1667","4","4000","57001","6","0","1"
"27073","45.140543","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1667","5","4001","57002","6","0","1"
"27108","45.190143","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1668","0","4002","57054","6","0","1"
"27109","45.190143","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1668","1","4003","57055","6","0","1"
"27110","45.190143","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1668","2","4004","57055","6","0","1"
"27111","45.190143","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1668","3","4005","57055","6","0","1"
"27117","45.197795","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1668","4","4006","57055","6","0","1"
"27119","45.197795","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1668","5","4007","57055","6","0","1"
"27164","45.258385","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1669","0","4008","57123","6","0","1"
"27165","45.258386","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1669","1","4009","57123","6","0","1"
"27166","45.258386","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1669","2","4010","57123","6","0","1"
"27167","45.258386","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1669","3","4011","57125","6","0","1"
"27168","45.258386","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1669","4","4012","57125","6","0","1"
"27170","45.269404","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1669","5","4013","57126","6","0","1"
"27197","45.330502","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1670","0","4014","57192","6","0","1"
"27198","45.330502","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1670","1","4015","57192","6","0","1"
"27199","45.330502","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1670","2","4016","57193","6","0","1"
"27200","45.330502","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1670","3","4017","57193","6","0","1"
"27201","45.330503","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1670","4","4018","57193","6","0","1"
"27203","45.330503","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1670","5","4019","57193","6","0","1"
"27248","45.390380","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1671","0","4020","57257","5","0","1"
"27249","45.390380","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1671","1","4021","57258","5","0","1"
"27253","45.400508","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1671","2","4022","57258","5","0","1"
"27261","45.400547","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1671","3","4023","57258","5","0","1"
"27262","45.400547","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1671","4","4024","57259","5","0","1"
