"No.","Time","Source","Destination","Protocol","frame","subseq","seq","ts","pkt_cnt","stream_type","frame_type"
"23653","40.250166","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1593","0","3583","52107","6","0","1"
"23654","40.250167","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1593","1","3584","52108","6","0","1"
"23655","40.250167","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1593","2","3585","52108","6","0","1"
"23656","40.250167","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1593","3","3586","52108","6","0","1"
"23657","40.250167","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1593","4","3587","52108","6","0","1"
"23658","40.250167","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1593","5","3588","52109","6","0","1"
"23703","40.309854","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1594","0","3589","52174","5","0","1"
"23704","40.309854","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1594","1","3590","52175","5","0","1"
"23705","40.309855","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1594","2","3591","52175","5","0","1"
"23706","40.309855","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1594","3","3592","52175","5","0","1"
"23707","40.309943","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1594","4","3593","52175","5","0","1"
"23761","40.377832","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1595","0","3594","52242","6","0","1"
"23762","40.377832","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1595","1","3595","52243","6","0","1"
"23763","40.377832","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1595","2","3596","52244","6","0","1"
"23764","40.377832","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1595","3","3597","52245","6","0","1"
"23765","40.377832","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1595","4","3598","52245","6","0","1"
"23770","40.390406","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1595","5","3599","52245","6","0","1"
"23790","40.437676","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1596","0","3600","52305","6","0","1"
"23791","40.437676","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1596","1","3601","52305","6","0","1"
"23794","40.450088","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1596","2","3602","52305","6","0","1"
"23795","40.450088","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1596","3","3603","52305","6","0","1"
"23796","40.450088","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1596","4","3604","52306","6","0","1"
"23800","40.450088","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1596","5","3605","52306","6","0","1"
"23846","40.509821","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1597","0","3606","52375","7","0","1"
"23847","40.509821","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1597","1","3607","52376","7","0","1"
"23848","40.509821","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1597","2","3608","52377","7","0","1"
"23852","40.517826","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1597","3","3609","52377","7","0","1"
"23853","40.517827","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1597","4","3610","52378","7","0","1"
"23854","40.517827","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1597","5","3611","52379","7","0","1"
"23856","40.517827","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1597","6","3612","52379","7","0","1"
"23952","40.679096","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1598","0","3613","52457","6","0","1"
"23953","40.679096","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1598","1","3614","52458","6","0","1"
"23954","40.679096","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1598","2","3615","52458","6","0","1"
"23955","40.679097","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1598","3","3616","52458","6","0","1"
"23956","40.679097","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1598","4","3617","52459","6","0","1"
"23957","40.679159","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1598","5","3618","52459","6","0","1"
"23960","40.679159","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1599","0","3619","52510","7","0","1"
"23961","40.679159","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1599","1","3620","52511","7","0","1"
"23962","40.679159","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1599","2","3621","52511","7","0","1"
"23963","40.679159","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1599","3","3622","52512","7","0","1"
"23964","40.679206","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1599","4","3623","52512","7","0","1"
"23965","40.679206","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1599","5","3624","52512","7","0","1"
"23966","40.679206","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1599","6","3625","52512","7","0","1"
"23982","40.709765","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1600","0","3626","52575","8","0","1"
"23983","40.709765","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1600","1","3627","52575","8","0","1"
"23984","40.709765","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1600","2","3628","52576","8","0","1"
"23987","40.718013","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1600","3","3629","52578","8","0","1"
"23988","40.718013","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1600","4","3630","52578","8","0","1"
"23989","40.718014","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1600","5","3631","52579","8","0","1"
"23990","40.718014","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1600","6","3632","52579","8","0","1"
"23991","40.718014","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1600","7","3633","52580","8","0","1"
"24041","40.777940","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1601","0","3634","52643","7","0","1"
"24042","40.777940","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1601","1","3635","52643","7","0","1"
"24043","40.777940","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1601","2","3636","52644","7","0","1"
"24044","40.777940","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1601","3","3637","52644","7","0","1"
"24045","40.777940","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1601","4","3638","52644","7","0","1"
"24046","40.777940","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1601","5","3639","52644","7","0","1"
"24048","40.791139","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1601","6","3640","52644","7","0","1"
"24089","40.849921","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1602","0","3641","52711","6","0","1"
"24090","40.849921","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1602","1","3642","52712","6","0","1"
"24091","40.849922","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1602","2","3643","52712","6","0","1"
"24092","40.849922","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1602","3","3644","52713","6","0","1"
"24093","40.849922","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1602","4","3645","52713","6","0","1"
"24099","40.850034","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1602","5","3646","52714","6","0","1"
"24147","40.910020","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1603","0","3647","52769","7","0","1"
"24148","40.910020","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1603","1","3648","52769","7","0","1"
"24149","40.910020","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1603","2","3649","52769","7","0","1"
"24150","40.910021","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1603","3","3650","52770","7","0","1"
"24151","40.910021","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1603","4","3651","52770","7","0","1"
"24152","40.910021","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1603","5","3652","52770","7","0","1"
"24153","40.910021","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1603","6","3653","52770","7","0","1"
"24191","40.977674","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1604","0","3654","52839","6","0","1"
"24192","40.977674","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1604","1","3655","52840","6","0","1"
"24193","40.977674","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1604","2","3656","52840","6","0","1"
"24194","40.977674","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1604","3","3657","52841","6","0","1"
"24200","40.991117","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1604","4","3658","52841","6","0","1"
"24201","40.991117","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1604","5","3659","52842","6","0","1"
"24246","41.038851","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1605","0","3660","52906","6","0","1"
"24248","41.050093","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1605","1","3661","52907","6","0","1"
"24249","41.050093","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1605","2","3662","52908","6","0","1"
"24250","41.050093","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1605","3","3663","52908","6","0","1"
"24252","41.050093","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1605","4","3664","52908","6","0","1"
"24253","41.050093","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1605","5","3665","52909","6","0","1"
"24291","41.109911","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1606","0","3666","52977","6","0","1"
"24292","41.109912","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1606","1","3667","52977","6","0","1"
"24296","41.117424","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1606","2","3668","52978","6","0","1"
"24297","41.117424","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1606","3","3669","52978","6","0","1"
"24302","41.117425","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1606","4","3670","52978","6","0","1"
"24303","41.117425","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1606","5","3671","52978","6","0","1"
"24341","41.177485","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1607","0","3672","53040","6","0","1"
"24342","41.177486","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1607","1","3673","53041","6","0","1"
"24343","41.177486","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1607","2","3674","53041","6","0","1"
"24344","41.177486","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1607","3","3675","53041","6","0","1"
"24345","41.177486","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1607","4","3676","53041","6","0","1"
"24346","41.177486","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1607","5","3677","53042","6","0","1"
"24380","41.229785","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1608","0","3678","53098","6","0","1"
"24383","41.238923","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1608","1","3679","53099","6","0","1"
"24384","41.238923","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1608","2","3680","53099","6","0","1"
"24385","41.238924","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1608","3","3681","53099","6","0","1"
"24386","41.238924","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1608","4","3682","53099","6","0","1"
"24387","41.238924","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1608","5","3683","53099","6","0","1"
"24441","41.349804","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1609","0","3684","53168","6","0","1"
"24444","41.358245","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1609","1","3685","53168","6","0","1"
"24445","41.358245","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1609","2","3686","53169","6","0","1"
"24446","41.358245","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1609","3","3687","53169","6","0","1"
"24447","41.358245","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1609","4","3688","53169","6","0","1"
"24448","41.358245","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1609","5","3689","53169","6","0","1"
"24455","41.369709","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1610","0","3690","53236","5","0","1"
"24456","41.369709","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1610","1","3691","53237","5","0","1"
"24458","41.369709","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1610","2","3692","53237","5","0","1"
"24461","41.378249","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1610","3","3693","53237","5","0","1"
"24480","41.378414","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1610","4","3694","53237","5","0","1"
"24508","41.437904","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1611","0","3695","53302","5","0","1"
"24509","41.437904","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1611","1","3696","53303","5","0","1"
"24510","41.437904","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1611","2","3697","53303","5","0","1"
"24511","41.437904","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1611","3","3698","53303","5","0","1"
"24515","41.450074","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1611","4","3699","53303","5","0","1"
"24555","41.510172","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1612","0","3700","53368","6","0","1"
"24556","41.510172","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1612","1","3701","53369","6","0","1"
"24557","41.510172","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1612","2","3702","53369","6","0","1"
"24558","41.510172","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1612","3","3703","53370","6","0","1"
"24559","41.510172","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1612","4","3704","53370","6","0","1"
"24560","41.510173","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1612","5","3705","53372","6","0","1"
"24598","41.569658","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1613","0","3706","53435","5","0","1"
"24599","41.569658","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1613","1","3707","53436","5","0","1"
"24600","41.569725","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1613","2","3708","53436","5","0","1"
"24618","41.580198","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1613","3","3709","53437","5","0","1"
"24619","41.580253","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1613","4","3710","53437","5","0","1"
"24655","41.637665","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1614","0","3711","53503","5","0","1"
"24656","41.637665","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1614","1","3712","53504","5","0","1"
"24657","41.637665","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1614","2","3713","53505","5","0","1"
"24660","41.650035","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1614","3","3714","53506","5","0","1"
"24661","41.650035","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1614","4","3715","53506","5","0","1"
"24686","41.689808","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1615","0","3716","53556","5","0","1"
"24687","41.689808","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1615","1","3717","53557","5","0","1"
"24688","41.689808","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1615","2","3718","53557","5","0","1"
"24695","41.698251","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1615","3","3719","53557","5","0","1"
"24696","41.698251","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1615","4","3720","53557","5","0","1"
"24748","41.757893","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","0","3721","53625","12","0","1"
"24751","41.771152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","1","3722","53626","12","0","1"
"24752","41.771152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","2","3723","53626","12","0","1"
"24753","41.771152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","3","3724","53626","12","0","1"
"24754","41.771152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","4","3725","53626","12","0","1"
"24755","41.771152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","5","3726","53627","12","0","1"
"24756","41.771152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","6","3727","53627","12","0","1"
"24757","41.771152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","7","3728","53628","12","0","1"
"24758","41.771153","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","8","3729","53628","12","0","1"
"24759","41.771250","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","9","3730","53629","12","0","1"
"24760","41.771251","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","10","3731","53629","12","0","1"
"24761","41.771251","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1616","11","3732","53629","12","0","1"
"24795","41.829949","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1617","0","3733","53689","5","0","1"
"24796","41.829949","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1617","1","3734","53689","5","0","1"
"24797","41.829949","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1617","2","3735","53689","5","0","1"
"24798","41.829949","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1617","3","3736","53690","5","0","1"
"24799","41.829949","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1617","4","3737","53690","5","0","1"
"24843","41.889939","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1618","0","3738","53757","5","0","1"
"24844","41.889939","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1618","1","3739","53758","5","0","1"
"24848","41.897693","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1618","2","3740","53758","5","0","1"
"24849","41.897693","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1618","3","3741","53758","5","0","1"
"24850","41.897693","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1618","4","3742","53759","5","0","1"
"24892","41.957848","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1619","0","3743","53822","6","0","1"
"24893","41.957849","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1619","1","3744","53822","6","0","1"
"24894","41.957849","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1619","2","3745","53823","6","0","1"
"24895","41.957849","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1619","3","3746","53823","6","0","1"
"24897","41.957849","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1619","4","3747","53823","6","0","1"
"24902","41.971152","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1619","5","3748","53823","6","0","1"
"24944","42.029893","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1620","0","3749","53893","6","0","1"
"24945","42.029893","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1620","1","3750","53894","6","0","1"
"24946","42.029893","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1620","2","3751","53895","6","0","1"
"24947","42.029893","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1620","3","3752","53895","6","0","1"
"24948","42.029894","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1620","4","3753","53896","6","0","1"
"24952","42.037462","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1620","5","3754","53896","6","0","1"
"25001","42.097824","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1621","0","3755","53959","6","0","1"
"25002","42.097825","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1621","1","3756","53960","6","0","1"
"25003","42.097825","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1621","2","3757","53960","6","0","1"
"25004","42.097825","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1621","3","3758","53960","6","0","1"
"25005","42.097825","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1621","4","3759","53961","6","0","1"
"25007","42.097825","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1621","5","3760","53961","6","0","1"
"25063","42.170399","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1622","0","3761","54029","6","0","1"
"25064","42.170400","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1622","1","3762","54029","6","0","1"
"25065","42.170400","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1622","2","3763","54030","6","0","1"
"25066","42.170400","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1622","3","3764","54031","6","0","1"
"25067","42.170400","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1622","4","3765","54031","6","0","1"
"25068","42.170400","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1622","5","3766","54032","6","0","1"
"25096","42.230955","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1623","0","3767","54087","6","0","1"
"25097","42.230956","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1623","1","3768","54089","6","0","1"
"25099","42.230956","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1623","2","3769","54089","6","0","1"
"25100","42.230956","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1623","3","3770","54090","6","0","1"
"25101","42.230956","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1623","4","3771","54091","6","0","1"
"25102","42.230956","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1623","5","3772","54093","6","0","1"
"25154","42.289847","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1624","0","3773","54156","6","0","1"
"25155","42.289848","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1624","1","3774","54156","6","0","1"
"25156","42.289848","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1624","2","3775","54157","6","0","1"
"25161","42.299975","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1624","3","3776","54157","6","0","1"
"25162","42.299975","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1624","4","3777","54157","6","0","1"
"25163","42.299975","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1624","5","3778","54157","6","0","1"
"25202","42.359354","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1625","0","3779","54221","7","0","1"
"25203","42.359354","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1625","1","3780","54221","7","0","1"
"25204","42.359354","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1625","2","3781","54222","7","0","1"
"25205","42.359354","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1625","3","3782","54222","7","0","1"
"25207","42.359354","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1625","4","3783","54222","7","0","1"
"25208","42.359355","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1625","5","3784","54222","7","0","1"
"25209","42.359355","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1625","6","3785","54222","7","0","1"
"25233","42.430294","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1626","0","3786","54290","6","0","1"
"25234","42.430294","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1626","1","3787","54292","6","0","1"
"25235","42.430294","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1626","2","3788","54292","6","0","1"
"25236","42.430294","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1626","3","3789","54293","6","0","1"
"25237","42.430295","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1626","4","3790","54293","6","0","1"
"25238","42.430295","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1626","5","3791","54294","6","0","1"
"25283","42.530057","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1627","0","3792","54358","6","0","1"
"25284","42.530057","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1627","1","3793","54358","6","0","1"
"25285","42.530058","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1627","2","3794","54359","6","0","1"
"25286","42.530058","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1627","3","3795","54359","6","0","1"
"25287","42.530058","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1627","4","3796","54359","6","0","1"
"25288","42.530058","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1627","5","3797","54359","6","0","1"
"25318","42.557940","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1628","0","3798","54423","6","0","1"
"25319","42.557940","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1628","1","3799","54424","6","0","1"
"25320","42.557940","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1628","2","3800","54425","6","0","1"
"25322","42.571207","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1628","3","3801","54425","6","0","1"
"25323","42.571207","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1628","4","3802","54425","6","0","1"
"25324","42.571207","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1628","5","3803","54426","6","0","1"
"25364","42.630426","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1629","0","3804","54490","5","0","1"
"25365","42.630426","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1629","1","3805","54490","5","0","1"
"25366","42.630426","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1629","2","3806","54490","5","0","1"
"25367","42.630426","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1629","3","3807","54490","5","0","1"
"25369","42.630426","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1629","4","3808","54491","5","0","1"
"25424","42.691125","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1630","0","3809","54557","5","0","1"
"25425","42.691125","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1630","1","3810","54557","5","0","1"
"25429","42.699085","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1630","2","3811","54557","5","0","1"
"25430","42.699086","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1630","3","3812","54558","5","0","1"
"25431","42.699086","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1630","4","3813","54558","5","0","1"
"25470","42.758180","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1631","0","3814","54623","5","0","1"
"25471","42.758180","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1631","1","3815","54624","5","0","1"
"25472","42.758180","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1631","2","3816","54624","5","0","1"
"25475","42.771296","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1631","3","3817","54625","5","0","1"
"25477","42.771296","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1631","4","3818","54625","5","0","1"
"25520","42.818200","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1632","0","3819","54680","5","0","1"
"25521","42.818201","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1632","1","3820","54682","5","0","1"
"25522","42.818201","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1632","2","3821","54682","5","0","1"
"25523","42.818201","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1632","3","3822","54682","5","0","1"
"25524","42.818201","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1632","4","3823","54683","5","0","1"
"25562","42.890150","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1633","0","3824","54748","6","0","1"
"25563","42.890150","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1633","1","3825","54749","6","0","1"
"25564","42.890150","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1633","2","3826","54752","6","0","1"
"25565","42.890150","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1633","3","3827","54752","6","0","1"
"25566","42.890150","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1633","4","3828","54752","6","0","1"
"25571","42.890250","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1633","5","3829","54753","6","0","1"
"25606","42.950187","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1634","0","3830","54817","5","0","1"
"25621","42.958400","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1634","1","3831","54818","5","0","1"
"25622","42.958400","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1634","2","3832","54818","5","0","1"
"25623","42.958400","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1634","3","3833","54818","5","0","1"
"25626","42.958400","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1634","4","3834","54818","5","0","1"
"25648","43.018394","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1635","0","3835","54884","5","0","1"
